applicant_name,gender,age,city,employment_type,bank,monthly_income_pkr,credit_score,loan_amount_pkr,loan_tenure_months,existing_loans,default_history,has_credit_card,approved
Faiz Awan,M,52,Karachi,Salaried,Alfalah,168500,651,142000,24,1,0,0,1
Danish Akhtar,M,33,Rawalpindi,Self-Employed,JS Bank,133100,706,784000,12,1,0,1,0
Kashif Rajput,M,36,Gujranwala,Salaried,Meezan,60800,664,500000,60,0,0,1,0
Ahmed Syed,M,44,Karachi,Self-Employed,Meezan,151300,847,257000,12,2,1,0,0
Haroon Rashid,M,58,Karachi,Contract,Faysal Bank,54800,588,813000,60,0,0,1,0
Hafsa Shah,F,34,Hyderabad,Salaried,Askari,55100,568,1522000,24,0,0,1,0
Ayla Awan,F,43,Lahore,Self-Employed,Faysal Bank,174800,679,50000,60,1,0,1,1
Noman Syed,M,50,Rawalpindi,Self-Employed,HBL,28700,596,671000,24,0,0,1,0
Mehak Latif,F,35,Lahore,Business Owner,UBL,171900,664,513000,24,0,0,1,0
Sahar Nawaz,F,33,Islamabad,Salaried,Faysal Bank,159000,762,582000,36,0,0,1,1
Taha Iqbal,M,36,Lahore,Self-Employed,MCB,249700,703,1024000,48,0,0,1,1
Shahzaib Shah,M,38,Faisalabad,Self-Employed,HBL,50900,731,466000,6,0,0,1,0
Kashif Rajput,M,24,Lahore,Salaried,UBL,103400,636,630000,12,1,0,1,0
Zain Rashid,M,24,Lahore,Self-Employed,UBL,96100,630,691000,18,0,1,1,0
Sohail Farooq,M,48,Islamabad,Business Owner,NBP,192100,739,1173000,24,0,0,1,0
Zain Butt,M,57,Hyderabad,Self-Employed,HBL,86800,568,380000,24,0,0,1,1
Shahzaib Khan,M,53,Multan,Salaried,Meezan,219900,695,1026000,24,1,0,1,1
Ali Raza,M,57,Karachi,Salaried,MCB,76400,653,1082000,36,1,0,0,0
Moiz Saeed,M,54,Lahore,Self-Employed,Askari,143100,627,1036000,6,0,0,1,1
Noman Ali,M,53,Karachi,Salaried,Meezan,148200,661,174000,12,0,0,0,0
Hina Butt,F,23,Quetta,Salaried,Standard Chartered,144400,654,911000,24,0,0,0,0
Ahmed Siddiqui,M,55,Karachi,Salaried,HBL,109400,711,994000,36,0,0,1,0
Faiz Butt,M,38,Faisalabad,Salaried,UBL,44800,691,462000,12,1,0,1,0
Muhammad Hussain,M,45,Islamabad,Business Owner,Alfalah,146000,611,1222000,24,0,0,1,0
Fatima Butt,F,56,Faisalabad,Business Owner,Meezan,66900,765,941000,24,0,0,1,0
Zoya Khan,F,24,Rawalpindi,Self-Employed,JS Bank,133600,780,847000,18,1,0,1,1
Noman Awan,M,31,Karachi,Salaried,MCB,133800,698,826000,12,0,0,1,0
Awais Shah,M,23,Lahore,Self-Employed,NBP,111100,748,1024000,36,0,0,1,1
Abdullah Shah,M,37,Karachi,Self-Employed,Meezan,114700,677,408000,6,1,0,1,0
Ammar Gill,M,52,Karachi,Salaried,HBL,68900,613,515000,6,0,0,1,1
Fatima Mahmood,F,40,Karachi,Self-Employed,Faysal Bank,275900,725,988000,36,0,0,1,1
Noman Khan,M,41,Peshawar,Salaried,Standard Chartered,145200,677,1300000,18,1,0,0,0
Sana Saeed,F,30,Karachi,Self-Employed,JS Bank,74700,690,743000,12,0,1,0,0
Abdullah Ahmed,M,32,Karachi,Self-Employed,Alfalah,82200,673,409000,48,0,0,0,1
Saad Akhtar,M,43,Karachi,Salaried,JS Bank,140600,744,830000,6,0,0,1,1
Ayla Mirza,F,22,Karachi,Salaried,Standard Chartered,32300,670,1151000,12,3,0,1,0
Saad Farooq,M,38,Karachi,Business Owner,NBP,112600,682,1010000,24,0,1,1,0
Eman Mehmood,F,60,Rawalpindi,Salaried,Meezan,158700,737,1508000,12,1,0,1,0
Sohail Rehman,M,43,Rawalpindi,Business Owner,UBL,220600,813,1243000,12,1,0,1,0
Hafsa Ali,F,24,Islamabad,Salaried,Faysal Bank,132900,662,1283000,24,0,0,0,0
Ahmed Nawaz,M,37,Peshawar,Contract,MCB,101400,826,996000,12,0,1,1,0
Faiz Saeed,M,35,Karachi,Salaried,Standard Chartered,191500,759,929000,18,0,0,1,0
Mahnoor Mirza,F,48,Islamabad,Salaried,MCB,69900,712,50000,18,0,0,1,1
Anas Rehman,M,48,Islamabad,Salaried,Alfalah,89200,736,840000,60,0,1,1,0
Ahmed Ahmed,M,60,Rawalpindi,Business Owner,Meezan,264000,802,1020000,36,1,0,1,1
Rabia Mehmood,F,45,Lahore,Self-Employed,NBP,132700,667,425000,60,0,0,1,1
Shahzeb Ali,M,30,Lahore,Business Owner,Alfalah,193700,544,524000,48,0,0,1,1
Fariha Rajput,F,26,Lahore,Salaried,Meezan,125000,577,822000,18,2,0,1,0
Sameer Haider,M,27,Lahore,Business Owner,UBL,332400,616,50000,36,1,0,1,0
Tufail Rashid,M,45,Rawalpindi,Salaried,Meezan,96600,724,1371000,24,0,0,1,0
Hussain Rashid,M,44,Karachi,Salaried,NBP,164000,675,50000,48,3,0,1,1
Danish Ali,M,34,Peshawar,Unemployed,Meezan,15000,805,152000,36,1,0,0,0
Hafsa Iqbal,F,50,Gujranwala,Salaried,Meezan,132800,744,1005000,12,0,0,1,0
Asad Mahmood,M,27,Lahore,Salaried,NBP,172400,686,1567000,60,2,1,1,0
Anas Khan,M,49,Gujranwala,Self-Employed,JS Bank,184400,679,1184000,24,3,0,1,0
Kashif Hussain,M,45,Lahore,Business Owner,Meezan,194700,656,1341000,24,2,0,1,0
Ahmed Mahmood,M,28,Karachi,Salaried,NBP,156400,658,864000,6,0,0,0,1
Awais Nawaz,M,57,Peshawar,Business Owner,NBP,122500,686,662000,6,0,1,1,0
Dania Farooq,F,55,Lahore,Unemployed,Alfalah,39200,583,317000,24,1,0,1,0
Rabia Qureshi,F,51,Karachi,Salaried,Alfalah,209700,572,928000,24,1,0,0,1
Noor Siddiqui,F,47,Karachi,Contract,JS Bank,77900,669,1562000,12,0,0,0,0
Moiz Tariq,M,27,Faisalabad,Salaried,Standard Chartered,195000,692,110000,48,0,0,1,0
Hassan Syed,M,59,Karachi,Self-Employed,NBP,145200,667,965000,18,1,0,0,0
Arslan Latif,M,27,Faisalabad,Contract,Faysal Bank,118400,638,886000,18,0,0,0,1
Hina Mahmood,F,53,Multan,Salaried,JS Bank,25000,774,1836000,36,0,0,1,0
Ahmed Farooq,M,39,Quetta,Business Owner,NBP,88900,728,1145000,12,0,0,1,0
Hamza Chaudhry,M,47,Peshawar,Self-Employed,JS Bank,136100,671,854000,18,3,0,1,0
Umar Qureshi,M,21,Karachi,Salaried,Askari,172800,633,1371000,6,3,0,0,0
Bushra Khan,F,33,Islamabad,Contract,HBL,81700,618,593000,24,0,0,1,0
Hina Rashid,F,21,Peshawar,Salaried,NBP,87400,733,1510000,36,1,0,1,0
Hina Saeed,F,50,Karachi,Salaried,Askari,98300,617,50000,48,1,0,1,1
Zain Mahmood,M,31,Gujranwala,Salaried,Alfalah,213400,776,522000,60,3,0,0,1
Rabia Gill,F,33,Faisalabad,Business Owner,JS Bank,224800,724,788000,48,0,0,0,0
Danish Raza,M,25,Hyderabad,Self-Employed,Meezan,126100,667,1710000,12,0,0,1,0
Ammar Saleem,M,26,Karachi,Self-Employed,Alfalah,138900,628,188000,18,2,0,1,1
Arslan Chaudhry,M,42,Karachi,Salaried,Askari,25000,709,1158000,6,0,0,0,0
Farhan Butt,M,34,Hyderabad,Business Owner,Faysal Bank,101300,662,936000,48,0,0,0,0
Shahzaib Rajput,M,22,Karachi,Self-Employed,Alfalah,86800,649,195000,24,1,0,0,1
Danish Rehman,M,54,Peshawar,Salaried,Meezan,109100,639,636000,36,0,1,1,0
Muhammad Aslam,M,30,Karachi,Salaried,MCB,176700,697,1077000,12,1,0,1,0
Anum Mehmood,F,22,Lahore,Salaried,JS Bank,106000,631,528000,6,0,0,0,0
Sidra Hussain,F,23,Islamabad,Self-Employed,Askari,78500,686,952000,48,0,0,0,0
Sana Ahmed,F,37,Quetta,Salaried,UBL,102300,756,910000,12,1,0,0,0
Ahmed Malik,M,42,Lahore,Self-Employed,NBP,122000,637,846000,24,2,0,1,0
Farhan Amin,M,26,Islamabad,Contract,Faysal Bank,95100,610,1256000,48,2,0,1,0
Amna Mirza,F,35,Lahore,Salaried,Meezan,116000,813,50000,36,0,0,1,0
Faiz Haider,M,34,Karachi,Contract,UBL,120800,664,50000,12,0,0,1,1
Ibrahim Rashid,M,24,Faisalabad,Salaried,MCB,74400,733,98000,48,2,1,0,0
Abdullah Haider,M,47,Faisalabad,Salaried,Askari,184900,670,725000,24,2,1,1,0
Amna Shah,F,35,Peshawar,Salaried,Alfalah,81500,656,507000,24,0,0,0,0
Imran Naseer,M,49,Karachi,Self-Employed,Faysal Bank,158600,740,974000,12,1,0,1,1
Iqra Mirza,F,21,Karachi,Self-Employed,JS Bank,83300,765,716000,48,1,0,1,0
Hussain Rehman,M,22,Islamabad,Salaried,UBL,74500,600,388000,36,2,0,0,0
Taha Rashid,M,54,Lahore,Contract,JS Bank,145000,527,1164000,6,2,0,1,0
Arslan Syed,M,34,Islamabad,Salaried,Askari,155400,724,907000,36,3,0,0,0
Awais Malik,M,35,Karachi,Self-Employed,JS Bank,200900,772,363000,48,1,0,0,1
Tufail Tariq,M,37,Multan,Business Owner,JS Bank,226200,680,633000,36,1,0,0,0
Umar Haider,M,47,Lahore,Salaried,NBP,31900,658,822000,24,0,0,1,0
Ibrahim Niaz,M,49,Rawalpindi,Contract,Askari,123100,682,2066000,48,1,0,1,0
Hassan Shah,M,49,Karachi,Business Owner,MCB,172200,741,1007000,12,1,0,0,1
Noor Rashid,F,55,Karachi,Salaried,Alfalah,72500,719,179000,6,1,0,0,0
Muhammad Aslam,M,43,Lahore,Salaried,Meezan,87100,613,1348000,48,1,0,1,0
Saad Saleem,M,31,Lahore,Self-Employed,MCB,83700,589,1210000,48,1,0,0,0
Moiz Tariq,M,44,Lahore,Contract,Askari,120900,567,1339000,18,0,0,0,0
Taha Ahmed,M,32,Karachi,Unemployed,HBL,41500,687,50000,36,1,0,1,1
Noman Naseer,M,38,Lahore,Salaried,Faysal Bank,121200,788,544000,48,0,1,1,0
Kiran Chaudhry,F,22,Lahore,Self-Employed,MCB,42300,515,102000,24,0,0,0,1
Sameer Rajput,M,37,Karachi,Contract,UBL,94300,613,1347000,24,0,0,1,0
Saba Chaudhry,F,44,Lahore,Salaried,JS Bank,48000,747,432000,12,0,0,0,0
Taha Qureshi,M,33,Islamabad,Salaried,NBP,223400,622,50000,6,0,0,1,1
Awais Iqbal,M,25,Karachi,Self-Employed,HBL,192100,724,1405000,24,2,0,1,0
Fatima Javed,F,23,Karachi,Salaried,Meezan,160700,629,1194000,12,0,0,1,1
Muhammad Saeed,M,25,Lahore,Salaried,Standard Chartered,52200,604,330000,36,2,0,1,1
Moiz Siddiqui,M,34,Karachi,Salaried,Meezan,164400,716,965000,24,0,0,1,0
Muhammad Niaz,M,60,Faisalabad,Self-Employed,NBP,150800,592,1015000,48,0,0,1,0
Sahar Rehman,F,39,Islamabad,Unemployed,JS Bank,27700,669,446000,12,3,0,0,0
Fariha Farooq,F,57,Karachi,Salaried,Faysal Bank,139600,668,1663000,6,3,0,1,1
Bilal Niaz,M,26,Lahore,Salaried,NBP,25000,806,1201000,60,0,0,0,0
Areeba Gill,F,59,Karachi,Salaried,NBP,126600,634,366000,12,0,0,1,1
Umar Nawaz,M,57,Peshawar,Business Owner,Askari,141600,637,376000,24,1,0,1,0
Ali Siddiqui,M,24,Karachi,Business Owner,Meezan,121900,725,727000,12,0,0,0,0
Mahnoor Farooq,F,21,Lahore,Self-Employed,HBL,90400,703,495000,36,1,0,0,0
Sajid Sheikh,M,46,Faisalabad,Self-Employed,MCB,113400,626,869000,24,0,0,1,0
Arslan Butt,M,29,Karachi,Business Owner,HBL,140600,633,393000,24,0,0,1,0
Anum Syed,F,46,Karachi,Self-Employed,MCB,161800,616,1112000,12,0,1,0,1
Imran Mirza,M,48,Multan,Self-Employed,Askari,120200,659,772000,12,1,0,1,0
Hira Gill,F,23,Lahore,Self-Employed,Standard Chartered,28700,709,448000,24,1,0,1,0
Sameer Aslam,M,53,Karachi,Salaried,Standard Chartered,94000,621,1250000,18,1,1,1,0
Noman Syed,M,55,Karachi,Salaried,HBL,114700,634,695000,60,0,0,1,0
Muhammad Amin,M,39,Faisalabad,Self-Employed,Meezan,134100,782,1372000,48,0,0,1,1
Fatima Awan,F,58,Karachi,Business Owner,Alfalah,270300,666,341000,18,0,0,1,1
Sameer Gill,M,44,Lahore,Salaried,Askari,77600,733,1454000,6,0,0,1,0
Hussain Farooq,M,50,Karachi,Salaried,HBL,54300,695,776000,12,1,0,0,0
Dania Gill,F,31,Lahore,Salaried,Faysal Bank,159800,675,877000,24,0,0,1,0
Ayesha Amin,F,46,Karachi,Contract,MCB,107100,745,1325000,36,0,0,0,0
Alina Awan,F,59,Karachi,Salaried,MCB,161900,657,50000,12,1,0,0,1
Rizwan Rashid,M,52,Islamabad,Salaried,NBP,25000,690,1440000,48,1,1,1,0
Faiz Latif,M,46,Islamabad,Contract,Askari,76600,589,1845000,36,0,1,1,0
Arslan Sheikh,M,37,Karachi,Salaried,Meezan,144200,594,50000,18,2,0,1,1
Sara Aslam,F,26,Karachi,Business Owner,JS Bank,122000,600,1154000,6,0,0,1,1
Anum Gill,F,34,Faisalabad,Salaried,HBL,180800,588,116000,60,0,0,0,1
Rida Awan,F,50,Lahore,Contract,Faysal Bank,60900,771,794000,18,1,0,1,0
Haroon Nawaz,M,42,Islamabad,Contract,HBL,173500,624,994000,6,1,0,1,0
Tufail Malik,M,26,Karachi,Salaried,Standard Chartered,101300,662,1133000,36,0,0,0,0
Danish Aslam,M,30,Islamabad,Salaried,Askari,138300,737,585000,18,0,0,1,1
Ahmed Gill,M,37,Lahore,Salaried,Askari,78800,782,275000,48,0,0,0,0
Farhan Farooq,M,22,Karachi,Salaried,Askari,102900,666,1591000,48,1,0,1,0
Imran Niaz,M,40,Islamabad,Business Owner,NBP,268100,667,50000,18,1,0,1,0
Hira Hussain,F,57,Karachi,Salaried,UBL,88800,589,738000,12,1,0,1,1
Alina Awan,F,49,Karachi,Salaried,Standard Chartered,118100,551,921000,36,0,1,0,0
Anum Amin,F,58,Lahore,Self-Employed,Askari,208300,749,994000,24,0,0,1,1
Rida Haider,F,60,Karachi,Business Owner,Alfalah,109800,673,1675000,48,0,1,1,0
Anum Latif,F,23,Multan,Salaried,MCB,158300,719,85000,6,0,1,0,0
Fatima Hussain,F,35,Karachi,Salaried,JS Bank,106000,706,686000,24,0,1,1,0
Asad Zafar,M,29,Karachi,Self-Employed,Standard Chartered,55100,612,587000,36,0,0,1,0
Anas Malik,M,48,Karachi,Salaried,Askari,161200,617,785000,36,0,0,0,0
Faisal Ali,M,22,Multan,Self-Employed,MCB,266600,714,1116000,6,1,0,0,0
Hamza Rashid,M,47,Peshawar,Self-Employed,Alfalah,201400,703,2221000,60,1,0,1,0
Asad Niaz,M,36,Peshawar,Salaried,JS Bank,135100,752,1215000,48,1,0,0,0
Maryam Siddiqui,F,28,Peshawar,Business Owner,Meezan,127500,624,1406000,24,1,0,0,0
Sana Sheikh,F,29,Peshawar,Salaried,Alfalah,132300,614,1296000,60,0,0,1,0
Amna Mirza,F,46,Sialkot,Salaried,Faysal Bank,158500,689,1573000,18,0,0,1,0
Sidra Shah,F,39,Lahore,Salaried,Standard Chartered,64100,773,50000,36,1,0,1,1
Hina Shah,F,56,Rawalpindi,Unemployed,Askari,15000,782,1086000,36,1,0,1,0
Hassan Khan,M,60,Karachi,Salaried,HBL,48200,606,50000,6,0,0,0,0
Rabia Farooq,F,43,Peshawar,Salaried,Faysal Bank,86200,683,1818000,18,3,0,0,0
Kiran Raza,F,48,Karachi,Salaried,Faysal Bank,103500,769,976000,36,1,1,1,0
Anum Amin,F,40,Rawalpindi,Self-Employed,Faysal Bank,113100,727,917000,60,0,0,1,0
Shahzaib Sheikh,M,36,Lahore,Salaried,UBL,116300,571,1025000,12,1,0,1,0
Kashif Saeed,M,46,Islamabad,Self-Employed,NBP,85600,742,50000,36,0,0,1,1
Zainab Rehman,F,21,Faisalabad,Salaried,NBP,127300,626,50000,24,0,1,0,0
Usman Mehmood,M,53,Lahore,Business Owner,HBL,139700,703,625000,6,0,0,1,1
Sajid Javed,M,48,Hyderabad,Contract,UBL,79800,711,444000,24,2,0,1,0
Shahzaib Shah,M,30,Karachi,Salaried,Faysal Bank,118800,733,658000,6,1,0,0,0
Abdullah Ahmed,M,21,Islamabad,Salaried,UBL,91600,675,554000,36,0,0,1,0
Usman Ahmed,M,27,Multan,Salaried,JS Bank,183700,702,959000,36,0,0,1,1
Mahnoor Mirza,F,49,Islamabad,Salaried,Standard Chartered,97200,679,1015000,24,3,0,0,0
Bushra Latif,F,47,Lahore,Contract,Meezan,97000,690,1030000,36,0,0,1,0
Maryam Rehman,F,47,Lahore,Contract,Meezan,160800,777,659000,18,0,1,1,0
Ibrahim Latif,M,22,Faisalabad,Salaried,Meezan,87500,704,1168000,36,0,0,0,1
Usman Aslam,M,21,Lahore,Business Owner,Askari,219600,615,327000,60,0,0,1,1
Imran Haider,M,54,Karachi,Business Owner,HBL,131100,697,1655000,12,0,0,1,0
Taha Mahmood,M,39,Karachi,Business Owner,HBL,289800,654,892000,36,2,1,1,0
Sameer Sheikh,M,33,Lahore,Salaried,Standard Chartered,97900,741,468000,36,0,0,0,0
Hina Chaudhry,F,24,Karachi,Business Owner,Alfalah,91600,729,917000,36,2,0,1,1
Fatima Rehman,F,25,Gujranwala,Salaried,Faysal Bank,170400,715,321000,12,0,0,1,1
Farhan Malik,M,50,Islamabad,Business Owner,HBL,297500,589,301000,24,0,0,1,1
Rizwan Amin,M,51,Gujranwala,Salaried,UBL,145300,696,925000,60,0,0,0,0
Anas Shah,M,32,Rawalpindi,Contract,Meezan,89600,601,367000,12,0,0,1,1
Ibrahim Saleem,M,29,Multan,Salaried,JS Bank,58100,604,1555000,12,0,0,1,0
Sameer Aslam,M,33,Karachi,Salaried,UBL,132200,666,359000,60,0,0,1,1
Shahzeb Ahmed,M,37,Rawalpindi,Salaried,Askari,198000,718,1147000,12,1,0,0,0
Asad Syed,M,54,Karachi,Salaried,MCB,150900,698,395000,18,1,0,1,1
Farhan Gill,M,37,Karachi,Salaried,UBL,105400,643,1222000,60,2,0,1,0
Areeba Mahmood,F,51,Karachi,Business Owner,MCB,136500,683,1165000,12,1,0,0,0
Awais Rajput,M,53,Islamabad,Salaried,NBP,134000,788,50000,18,1,0,0,1
Haroon Javed,M,44,Rawalpindi,Salaried,Standard Chartered,75500,635,1218000,36,0,0,1,0
Kashif Akhtar,M,31,Karachi,Self-Employed,JS Bank,152700,549,1015000,6,2,0,0,0
Sajid Aslam,M,60,Peshawar,Business Owner,HBL,227900,676,993000,36,0,0,0,1
Ibrahim Malik,M,46,Quetta,Self-Employed,Askari,162400,607,793000,24,0,0,1,1
Mahnoor Syed,F,48,Multan,Business Owner,MCB,171000,699,657000,48,1,0,1,1
Rida Khan,F,60,Islamabad,Business Owner,UBL,96800,569,50000,12,1,0,0,0
Bilal Awan,M,45,Islamabad,Salaried,JS Bank,140600,537,745000,24,0,0,1,0
Junaid Hussain,M,44,Lahore,Salaried,Faysal Bank,78400,628,753000,36,0,0,0,0
Hassan Saeed,M,54,Lahore,Contract,UBL,132100,752,666000,24,3,1,1,0
Anas Siddiqui,M,26,Karachi,Self-Employed,Meezan,178900,641,286000,36,0,0,0,0
Rizwan Zafar,M,59,Hyderabad,Contract,Faysal Bank,48600,734,1401000,18,0,0,0,0
Saba Niaz,F,32,Islamabad,Contract,Faysal Bank,68600,678,928000,24,0,1,1,0
Moiz Chaudhry,M,59,Lahore,Salaried,UBL,111900,559,540000,48,0,0,0,1
Usman Aslam,M,42,Karachi,Self-Employed,Alfalah,105300,678,50000,36,3,0,0,0
Usman Malik,M,56,Lahore,Business Owner,MCB,128200,766,361000,24,2,0,1,0
Danish Gill,M,33,Karachi,Self-Employed,Askari,177700,701,615000,12,2,0,1,1
Anum Amin,F,51,Faisalabad,Salaried,Faysal Bank,150000,761,1380000,36,0,0,1,0
Hassan Rehman,M,41,Faisalabad,Self-Employed,Askari,175100,690,794000,6,0,0,0,1
Taha Mirza,M,46,Faisalabad,Salaried,Standard Chartered,150500,767,599000,24,1,0,1,0
Junaid Ali,M,42,Rawalpindi,Self-Employed,UBL,230200,700,1109000,60,0,1,0,0
Maryam Chaudhry,F,60,Peshawar,Business Owner,JS Bank,147900,567,1139000,24,3,0,1,0
Taha Saleem,M,50,Karachi,Salaried,Faysal Bank,150500,613,823000,48,0,0,1,1
Asad Sheikh,M,31,Lahore,Salaried,Askari,25000,757,1186000,36,0,0,1,0
Ali Tariq,M,45,Islamabad,Salaried,NBP,57800,630,1124000,24,0,0,0,0
Usman Naseer,M,35,Gujranwala,Self-Employed,HBL,172100,681,1205000,24,0,0,1,0
Rabia Zafar,F,48,Lahore,Salaried,Standard Chartered,122100,704,788000,6,2,0,1,0
Noman Ahmed,M,40,Karachi,Salaried,Alfalah,119400,669,382000,12,1,0,0,0
Awais Rajput,M,29,Karachi,Business Owner,HBL,152700,649,639000,36,0,1,0,0
Abdullah Hussain,M,29,Sialkot,Salaried,NBP,25700,712,1170000,6,1,0,0,0
Shahzaib Qureshi,M,37,Karachi,Salaried,HBL,76400,675,1505000,36,1,0,0,0
Rizwan Zafar,M,40,Karachi,Business Owner,JS Bank,159400,740,1251000,36,3,0,0,0
Hira Aslam,F,54,Peshawar,Business Owner,Meezan,241600,603,776000,18,3,0,0,0
Noman Rehman,M,46,Hyderabad,Self-Employed,NBP,149800,643,1264000,48,1,0,1,0
Anas Amin,M,51,Islamabad,Self-Employed,Faysal Bank,129300,800,472000,36,0,0,1,0
Ammar Hussain,M,26,Karachi,Self-Employed,Askari,133800,796,1392000,12,3,0,1,0
Sana Awan,F,28,Lahore,Self-Employed,Standard Chartered,100400,673,1641000,24,0,0,0,0
Bilal Qureshi,M,22,Karachi,Salaried,Askari,186600,604,1301000,36,1,0,0,0
Moiz Ali,M,23,Karachi,Salaried,Standard Chartered,108400,757,285000,36,1,0,0,1
Farhan Saeed,M,26,Lahore,Salaried,Meezan,194000,842,316000,12,0,0,1,1
Awais Siddiqui,M,47,Multan,Business Owner,JS Bank,142600,580,1301000,24,0,0,0,0
Saba Sheikh,F,39,Karachi,Salaried,Alfalah,116300,745,1063000,24,0,0,1,0
Hamza Latif,M,38,Rawalpindi,Business Owner,NBP,155100,719,418000,24,1,0,0,1
Shahzeb Saleem,M,50,Lahore,Salaried,Faysal Bank,132000,617,478000,48,0,1,1,0
Sameer Shah,M,37,Karachi,Self-Employed,NBP,65100,749,1058000,36,0,0,0,0
Danish Naseer,M,21,Karachi,Unemployed,MCB,30300,609,330000,48,0,0,0,0
Hamza Aslam,M,22,Karachi,Salaried,Alfalah,91700,652,1003000,36,2,0,1,0
Sameer Chaudhry,M,28,Karachi,Salaried,UBL,116700,664,1486000,24,0,0,0,0
Hamza Chaudhry,M,36,Karachi,Salaried,Standard Chartered,102800,599,895000,36,3,0,1,0
Areeba Butt,F,56,Karachi,Contract,JS Bank,36800,676,1717000,48,0,0,1,0
Amna Syed,F,28,Lahore,Salaried,Alfalah,103100,597,1110000,36,0,0,1,0
Shahzeb Shah,M,50,Karachi,Business Owner,Faysal Bank,217100,647,849000,12,0,0,1,1
Anum Haider,F,22,Karachi,Salaried,Alfalah,111900,773,1253000,12,0,0,1,0
Iqra Sheikh,F,25,Faisalabad,Unemployed,NBP,23700,736,1345000,60,1,0,0,0
Faiz Hussain,M,36,Faisalabad,Salaried,UBL,25200,726,422000,36,1,0,0,0
Shahzeb Saleem,M,46,Lahore,Salaried,Askari,101400,750,727000,24,0,0,1,0
Umar Haider,M,53,Gujranwala,Contract,HBL,113800,784,322000,48,0,0,0,1
Imran Ali,M,50,Karachi,Contract,Standard Chartered,149800,562,50000,12,2,1,0,0
Asad Aslam,M,56,Faisalabad,Salaried,MCB,25000,701,739000,24,0,0,1,0
Taha Qureshi,M,38,Lahore,Self-Employed,UBL,205100,611,1018000,12,1,0,0,1
Ayla Siddiqui,F,30,Lahore,Salaried,UBL,147000,631,657000,24,0,0,1,1
Saad Latif,M,37,Karachi,Contract,UBL,96100,593,945000,60,0,0,0,1
Amna Shah,F,31,Karachi,Business Owner,Askari,115300,829,643000,36,0,0,0,0
Arslan Butt,M,35,Rawalpindi,Contract,Meezan,137000,548,372000,48,1,0,0,0
Hussain Saleem,M,24,Karachi,Business Owner,Alfalah,169900,692,971000,48,0,0,1,0
Sahar Ahmed,F,51,Peshawar,Self-Employed,Standard Chartered,60000,800,290000,12,0,0,1,1
Faiz Awan,M,57,Karachi,Salaried,Alfalah,159200,675,747000,18,1,0,0,1
Saad Naseer,M,24,Lahore,Unemployed,Faysal Bank,33900,493,339000,12,3,0,1,0
Umar Javed,M,23,Lahore,Salaried,Meezan,184100,836,495000,60,1,0,1,1
Ayesha Raza,F,53,Hyderabad,Unemployed,JS Bank,34400,820,416000,24,0,0,1,0
Ammar Rashid,M,58,Karachi,Salaried,Alfalah,196700,607,1585000,24,0,1,0,0
Abdullah Aslam,M,21,Lahore,Self-Employed,Askari,216700,757,861000,12,1,0,0,1
Faiz Iqbal,M,46,Rawalpindi,Self-Employed,UBL,116200,704,438000,12,1,0,0,0
Moiz Raza,M,37,Karachi,Salaried,Meezan,183700,584,539000,24,0,1,1,0
Sohail Rajput,M,52,Islamabad,Salaried,UBL,79000,754,1188000,48,0,0,0,0
Awais Rashid,M,41,Karachi,Business Owner,NBP,65800,644,879000,18,0,0,0,0
Awais Malik,M,29,Peshawar,Salaried,Standard Chartered,99300,686,1133000,24,0,0,1,0
Shahzaib Mehmood,M,32,Multan,Self-Employed,NBP,216400,730,1048000,12,0,0,1,0
Taha Haider,M,45,Karachi,Salaried,Alfalah,138600,717,1290000,18,0,0,1,0
Eman Iqbal,F,31,Faisalabad,Salaried,MCB,128600,720,50000,36,0,0,1,1
Shahzaib Qureshi,M,25,Karachi,Salaried,Alfalah,160100,599,778000,24,0,0,0,1
Hassan Tariq,M,42,Quetta,Salaried,Meezan,74700,489,50000,24,0,0,0,1
Imran Zafar,M,47,Karachi,Salaried,Standard Chartered,103800,628,1718000,12,0,0,0,0
Hina Ali,F,52,Lahore,Salaried,NBP,129300,742,691000,24,0,0,1,0
Ahmed Khan,M,45,Multan,Salaried,Alfalah,130500,595,1427000,60,0,0,1,0
Imran Siddiqui,M,37,Karachi,Business Owner,Alfalah,162600,672,1135000,12,1,0,1,0
Taha Saleem,M,53,Quetta,Salaried,JS Bank,44900,700,478000,18,0,0,0,0
Sajid Ahmed,M,39,Rawalpindi,Contract,JS Bank,73500,673,1481000,36,0,0,0,0
Sameer Amin,M,46,Lahore,Salaried,MCB,108600,773,705000,48,0,0,1,0
Saad Aslam,M,57,Karachi,Business Owner,Meezan,91300,641,1372000,24,1,0,0,0
Haroon Syed,M,59,Rawalpindi,Salaried,HBL,68800,671,449000,36,0,0,1,0
Abdullah Syed,M,38,Islamabad,Self-Employed,JS Bank,158600,697,1034000,12,0,0,1,1
Nimra Chaudhry,F,40,Lahore,Self-Employed,JS Bank,56400,691,742000,24,0,0,0,0
Sahar Saleem,F,55,Lahore,Salaried,MCB,59400,573,911000,6,0,0,0,0
Umar Raza,M,43,Islamabad,Salaried,Askari,89400,782,412000,24,0,0,1,1
Sara Haider,F,51,Lahore,Business Owner,UBL,252500,751,50000,24,0,0,0,1
Rida Chaudhry,F,24,Rawalpindi,Salaried,UBL,174200,618,133000,18,1,1,0,0
Sara Iqbal,F,53,Lahore,Salaried,Askari,43700,719,1469000,24,1,0,1,0
